"STATISTIC","Statistic Label","TLIST(W1)","Week","C03935V04687","Mode of Transport","UNIT","VALUE"
"THA25C01","Passenger Journeys","2022W53","2022 Week 53","20","Bus, excluding Dublin Metro","Number",""
"THA25C01","Passenger Journeys","2022W53","2022 Week 53","30","Rail","Number",""
"THA25C01","Passenger Journeys","2022W53","2022 Week 53","40","All public transport, excluding LUAS","Number",""
"THA25C01","Passenger Journeys","2023W01","2023 Week 01","10","Dublin Metro Bus","Number","2325239"
"THA25C01","Passenger Journeys","2023W01","2023 Week 01","20","Bus, excluding Dublin Metro","Number","614352"
"THA25C01","Passenger Journeys","2023W01","2023 Week 01","30","Rail","Number","593351"
"THA25C01","Passenger Journeys","2023W01","2023 Week 01","40","All public transport, excluding LUAS","Number","3532942"
"THA25C01","Passenger Journeys","2023W02","2023 Week 02","10","Dublin Metro Bus","Number","2791337"
"THA25C01","Passenger Journeys","2023W02","2023 Week 02","20","Bus, excluding Dublin Metro","Number","742138"
"THA25C01","Passenger Journeys","2023W02","2023 Week 02","30","Rail","Number","693509"
"THA25C01","Passenger Journeys","2023W02","2023 Week 02","40","All public transport, excluding LUAS","Number","4226984"
"THA25C01","Passenger Journeys","2023W03","2023 Week 03","10","Dublin Metro Bus","Number","2948010"
"THA25C01","Passenger Journeys","2023W03","2023 Week 03","20","Bus, excluding Dublin Metro","Number","791800"
"THA25C01","Passenger Journeys","2023W03","2023 Week 03","30","Rail","Number","737213"
"THA25C01","Passenger Journeys","2023W03","2023 Week 03","40","All public transport, excluding LUAS","Number","4477023"
"THA25C01","Passenger Journeys","2023W04","2023 Week 04","10","Dublin Metro Bus","Number","3166957"
"THA25C01","Passenger Journeys","2023W04","2023 Week 04","20","Bus, excluding Dublin Metro","Number","858179"
"THA25C01","Passenger Journeys","2023W04","2023 Week 04","30","Rail","Number","803814"
"THA25C01","Passenger Journeys","2023W04","2023 Week 04","40","All public transport, excluding LUAS","Number","4828950"
"THA25C01","Passenger Journeys","2023W05","2023 Week 05","10","Dublin Metro Bus","Number","3157789"
"THA25C01","Passenger Journeys","2023W05","2023 Week 05","20","Bus, excluding Dublin Metro","Number","867139"
"THA25C01","Passenger Journeys","2023W05","2023 Week 05","30","Rail","Number","843766"
"THA25C01","Passenger Journeys","2023W05","2023 Week 05","40","All public transport, excluding LUAS","Number","4868694"
"THA25C01","Passenger Journeys","2023W06","2023 Week 06","10","Dublin Metro Bus","Number","2957697"
"THA25C01","Passenger Journeys","2023W06","2023 Week 06","20","Bus, excluding Dublin Metro","Number","803293"
"THA25C01","Passenger Journeys","2023W06","2023 Week 06","30","Rail","Number","783829"
"THA25C01","Passenger Journeys","2023W06","2023 Week 06","40","All public transport, excluding LUAS","Number","4544819"
"THA25C01","Passenger Journeys","2023W07","2023 Week 07","10","Dublin Metro Bus","Number","3095444"
"THA25C01","Passenger Journeys","2023W07","2023 Week 07","20","Bus, excluding Dublin Metro","Number","882482"
"THA25C01","Passenger Journeys","2023W07","2023 Week 07","30","Rail","Number","825296"
"THA25C01","Passenger Journeys","2023W07","2023 Week 07","40","All public transport, excluding LUAS","Number","4803222"
"THA25C01","Passenger Journeys","2023W08","2023 Week 08","10","Dublin Metro Bus","Number","3232516"
"THA25C01","Passenger Journeys","2023W08","2023 Week 08","20","Bus, excluding Dublin Metro","Number","885217"
"THA25C01","Passenger Journeys","2023W08","2023 Week 08","30","Rail","Number","843175"
"THA25C01","Passenger Journeys","2023W08","2023 Week 08","40","All public transport, excluding LUAS","Number","4960908"
"THA25C01","Passenger Journeys","2023W09","2023 Week 09","10","Dublin Metro Bus","Number","3207780"
"THA25C01","Passenger Journeys","2023W09","2023 Week 09","20","Bus, excluding Dublin Metro","Number","878491"
"THA25C01","Passenger Journeys","2023W09","2023 Week 09","30","Rail","Number","860894"
"THA25C01","Passenger Journeys","2023W09","2023 Week 09","40","All public transport, excluding LUAS","Number","4947165"
"THA25C01","Passenger Journeys","2023W10","2023 Week 10","10","Dublin Metro Bus","Number","3133172"
"THA25C01","Passenger Journeys","2023W10","2023 Week 10","20","Bus, excluding Dublin Metro","Number","847587"
"THA25C01","Passenger Journeys","2023W10","2023 Week 10","30","Rail","Number","771731"
"THA25C01","Passenger Journeys","2023W10","2023 Week 10","40","All public transport, excluding LUAS","Number","4752490"
"THA25C01","Passenger Journeys","2023W11","2023 Week 11","10","Dublin Metro Bus","Number","2964999"
"THA25C01","Passenger Journeys","2023W11","2023 Week 11","20","Bus, excluding Dublin Metro","Number","819312"
"THA25C01","Passenger Journeys","2023W11","2023 Week 11","30","Rail","Number","816678"
"THA25C01","Passenger Journeys","2023W11","2023 Week 11","40","All public transport, excluding LUAS","Number","4600989"
"THA25C01","Passenger Journeys","2023W12","2023 Week 12","10","Dublin Metro Bus","Number","3207312"
"THA25C01","Passenger Journeys","2023W12","2023 Week 12","20","Bus, excluding Dublin Metro","Number","849417"
"THA25C01","Passenger Journeys","2023W12","2023 Week 12","30","Rail","Number","851471"
"THA25C01","Passenger Journeys","2023W12","2023 Week 12","40","All public transport, excluding LUAS","Number","4908200"
"THA25C01","Passenger Journeys","2023W13","2023 Week 13","10","Dublin Metro Bus","Number","3274633"
"THA25C01","Passenger Journeys","2023W13","2023 Week 13","20","Bus, excluding Dublin Metro","Number","854952"
"THA25C01","Passenger Journeys","2023W13","2023 Week 13","30","Rail","Number","689730"
"THA25C01","Passenger Journeys","2023W13","2023 Week 13","40","All public transport, excluding LUAS","Number","4819315"
"THA25C01","Passenger Journeys","2023W14","2023 Week 14","10","Dublin Metro Bus","Number","3030252"
"THA25C01","Passenger Journeys","2023W14","2023 Week 14","20","Bus, excluding Dublin Metro","Number","815998"
"THA25C01","Passenger Journeys","2023W14","2023 Week 14","30","Rail","Number","801427"
"THA25C01","Passenger Journeys","2023W14","2023 Week 14","40","All public transport, excluding LUAS","Number","4647677"
"THA25C01","Passenger Journeys","2023W15","2023 Week 15","10","Dublin Metro Bus","Number","2814650"
"THA25C01","Passenger Journeys","2023W15","2023 Week 15","20","Bus, excluding Dublin Metro","Number","736415"
"THA25C01","Passenger Journeys","2023W15","2023 Week 15","30","Rail","Number","731982"
"THA25C01","Passenger Journeys","2023W15","2023 Week 15","40","All public transport, excluding LUAS","Number","4283047"
"THA25C01","Passenger Journeys","2023W16","2023 Week 16","10","Dublin Metro Bus","Number","3267439"
"THA25C01","Passenger Journeys","2023W16","2023 Week 16","20","Bus, excluding Dublin Metro","Number","880537"
"THA25C01","Passenger Journeys","2023W16","2023 Week 16","30","Rail","Number","836941"
"THA25C01","Passenger Journeys","2023W16","2023 Week 16","40","All public transport, excluding LUAS","Number","4984917"
"THA25C01","Passenger Journeys","2023W17","2023 Week 17","10","Dublin Metro Bus","Number","3325827"
"THA25C01","Passenger Journeys","2023W17","2023 Week 17","20","Bus, excluding Dublin Metro","Number","883494"
"THA25C01","Passenger Journeys","2023W17","2023 Week 17","30","Rail","Number","865758"
"THA25C01","Passenger Journeys","2023W17","2023 Week 17","40","All public transport, excluding LUAS","Number","5075079"
"THA25C01","Passenger Journeys","2023W18","2023 Week 18","10","Dublin Metro Bus","Number","3082566"
"THA25C01","Passenger Journeys","2023W18","2023 Week 18","20","Bus, excluding Dublin Metro","Number","825877"
"THA25C01","Passenger Journeys","2023W18","2023 Week 18","30","Rail","Number","872894"
"THA25C01","Passenger Journeys","2023W18","2023 Week 18","40","All public transport, excluding LUAS","Number","4781337"
"THA25C01","Passenger Journeys","2023W19","2023 Week 19","10","Dublin Metro Bus","Number","3207366"
"THA25C01","Passenger Journeys","2023W19","2023 Week 19","20","Bus, excluding Dublin Metro","Number","878188"
"THA25C01","Passenger Journeys","2023W19","2023 Week 19","30","Rail","Number","873808"
"THA25C01","Passenger Journeys","2023W19","2023 Week 19","40","All public transport, excluding LUAS","Number","4959362"
"THA25C01","Passenger Journeys","2023W20","2023 Week 20","10","Dublin Metro Bus","Number","3127899"
"THA25C01","Passenger Journeys","2023W20","2023 Week 20","20","Bus, excluding Dublin Metro","Number","862338"
"THA25C01","Passenger Journeys","2023W20","2023 Week 20","30","Rail","Number","891149"
"THA25C01","Passenger Journeys","2023W20","2023 Week 20","40","All public transport, excluding LUAS","Number","4881386"
"THA25C01","Passenger Journeys","2023W21","2023 Week 21","10","Dublin Metro Bus","Number","3173348"
"THA25C01","Passenger Journeys","2023W21","2023 Week 21","20","Bus, excluding Dublin Metro","Number","870042"
"THA25C01","Passenger Journeys","2023W21","2023 Week 21","30","Rail","Number","890058"
"THA25C01","Passenger Journeys","2023W21","2023 Week 21","40","All public transport, excluding LUAS","Number","4933448"
"THA25C01","Passenger Journeys","2023W22","2023 Week 22","10","Dublin Metro Bus","Number","3200660"
"THA25C01","Passenger Journeys","2023W22","2023 Week 22","20","Bus, excluding Dublin Metro","Number","865585"
"THA25C01","Passenger Journeys","2023W22","2023 Week 22","30","Rail","Number","975543"
"THA25C01","Passenger Journeys","2023W22","2023 Week 22","40","All public transport, excluding LUAS","Number","5041788"
"THA25C01","Passenger Journeys","2023W23","2023 Week 23","10","Dublin Metro Bus","Number","2904610"
"THA25C01","Passenger Journeys","2023W23","2023 Week 23","20","Bus, excluding Dublin Metro","Number","781015"
"THA25C01","Passenger Journeys","2023W23","2023 Week 23","30","Rail","Number","816266"
"THA25C01","Passenger Journeys","2023W23","2023 Week 23","40","All public transport, excluding LUAS","Number","4501891"
"THA25C01","Passenger Journeys","2023W24","2023 Week 24","10","Dublin Metro Bus","Number","3057569"
"THA25C01","Passenger Journeys","2023W24","2023 Week 24","20","Bus, excluding Dublin Metro","Number","802039"
"THA25C01","Passenger Journeys","2023W24","2023 Week 24","30","Rail","Number","880035"
"THA25C01","Passenger Journeys","2023W24","2023 Week 24","40","All public transport, excluding LUAS","Number","4739643"
"THA25C01","Passenger Journeys","2023W25","2023 Week 25","10","Dublin Metro Bus","Number","3057052"
"THA25C01","Passenger Journeys","2023W25","2023 Week 25","20","Bus, excluding Dublin Metro","Number","781908"
"THA25C01","Passenger Journeys","2023W25","2023 Week 25","30","Rail","Number","902728"
"THA25C01","Passenger Journeys","2023W25","2023 Week 25","40","All public transport, excluding LUAS","Number","4741688"
"THA25C01","Passenger Journeys","2023W26","2023 Week 26","10","Dublin Metro Bus","Number","3108755"
"THA25C01","Passenger Journeys","2023W26","2023 Week 26","20","Bus, excluding Dublin Metro","Number","760478"
"THA25C01","Passenger Journeys","2023W26","2023 Week 26","30","Rail","Number","938599"
"THA25C01","Passenger Journeys","2023W26","2023 Week 26","40","All public transport, excluding LUAS","Number","4807832"
"THA25C01","Passenger Journeys","2023W27","2023 Week 27","10","Dublin Metro Bus","Number","3046360"
"THA25C01","Passenger Journeys","2023W27","2023 Week 27","20","Bus, excluding Dublin Metro","Number","810830"
"THA25C01","Passenger Journeys","2023W27","2023 Week 27","30","Rail","Number","858711"
"THA25C01","Passenger Journeys","2023W27","2023 Week 27","40","All public transport, excluding LUAS","Number","4715901"
"THA25C01","Passenger Journeys","2023W28","2023 Week 28","10","Dublin Metro Bus","Number","2939504"
"THA25C01","Passenger Journeys","2023W28","2023 Week 28","20","Bus, excluding Dublin Metro","Number","799946"
"THA25C01","Passenger Journeys","2023W28","2023 Week 28","30","Rail","Number","785124"
"THA25C01","Passenger Journeys","2023W28","2023 Week 28","40","All public transport, excluding LUAS","Number","4524574"
"THA25C01","Passenger Journeys","2023W29","2023 Week 29","10","Dublin Metro Bus","Number","2956246"
"THA25C01","Passenger Journeys","2023W29","2023 Week 29","20","Bus, excluding Dublin Metro","Number","799518"
"THA25C01","Passenger Journeys","2023W29","2023 Week 29","30","Rail","Number","806263"
"THA25C01","Passenger Journeys","2023W29","2023 Week 29","40","All public transport, excluding LUAS","Number","4562027"
"THA25C01","Passenger Journeys","2023W30","2023 Week 30","10","Dublin Metro Bus","Number","2998446"
"THA25C01","Passenger Journeys","2023W30","2023 Week 30","20","Bus, excluding Dublin Metro","Number","788301"
"THA25C01","Passenger Journeys","2023W30","2023 Week 30","30","Rail","Number","814033"
"THA25C01","Passenger Journeys","2023W30","2023 Week 30","40","All public transport, excluding LUAS","Number","4600780"
"THA25C01","Passenger Journeys","2023W31","2023 Week 31","10","Dublin Metro Bus","Number","2907903"
"THA25C01","Passenger Journeys","2023W31","2023 Week 31","20","Bus, excluding Dublin Metro","Number","819255"
"THA25C01","Passenger Journeys","2023W31","2023 Week 31","30","Rail","Number","842625"
"THA25C01","Passenger Journeys","2023W31","2023 Week 31","40","All public transport, excluding LUAS","Number","4569783"
"THA25C01","Passenger Journeys","2023W32","2023 Week 32","10","Dublin Metro Bus","Number","2807912"
"THA25C01","Passenger Journeys","2023W32","2023 Week 32","20","Bus, excluding Dublin Metro","Number","752795"
"THA25C01","Passenger Journeys","2023W32","2023 Week 32","30","Rail","Number","828688"
"THA25C01","Passenger Journeys","2023W32","2023 Week 32","40","All public transport, excluding LUAS","Number","4389395"
"THA25C01","Passenger Journeys","2023W33","2023 Week 33","10","Dublin Metro Bus","Number","2935441"
"THA25C01","Passenger Journeys","2023W33","2023 Week 33","20","Bus, excluding Dublin Metro","Number","816489"
"THA25C01","Passenger Journeys","2023W33","2023 Week 33","30","Rail","Number","850226"
"THA25C01","Passenger Journeys","2023W33","2023 Week 33","40","All public transport, excluding LUAS","Number","4602156"
"THA25C01","Passenger Journeys","2023W34","2023 Week 34","10","Dublin Metro Bus","Number","2989135"
"THA25C01","Passenger Journeys","2023W34","2023 Week 34","20","Bus, excluding Dublin Metro","Number","845884"
"THA25C01","Passenger Journeys","2023W34","2023 Week 34","30","Rail","Number","818169"
"THA25C01","Passenger Journeys","2023W34","2023 Week 34","40","All public transport, excluding LUAS","Number","4653188"
"THA25C01","Passenger Journeys","2023W35","2023 Week 35","10","Dublin Metro Bus","Number","3134289"
"THA25C01","Passenger Journeys","2023W35","2023 Week 35","20","Bus, excluding Dublin Metro","Number","835183"
"THA25C01","Passenger Journeys","2023W35","2023 Week 35","30","Rail","Number","882381"
"THA25C01","Passenger Journeys","2023W35","2023 Week 35","40","All public transport, excluding LUAS","Number","4851853"
"THA25C01","Passenger Journeys","2023W36","2023 Week 36","10","Dublin Metro Bus","Number","3266735"
"THA25C01","Passenger Journeys","2023W36","2023 Week 36","20","Bus, excluding Dublin Metro","Number","910823"
"THA25C01","Passenger Journeys","2023W36","2023 Week 36","30","Rail","Number","948395"
"THA25C01","Passenger Journeys","2023W36","2023 Week 36","40","All public transport, excluding LUAS","Number","5125953"
"THA25C01","Passenger Journeys","2023W37","2023 Week 37","10","Dublin Metro Bus","Number","3332761"
"THA25C01","Passenger Journeys","2023W37","2023 Week 37","20","Bus, excluding Dublin Metro","Number","924379"
"THA25C01","Passenger Journeys","2023W37","2023 Week 37","30","Rail","Number","789208"
"THA25C01","Passenger Journeys","2023W37","2023 Week 37","40","All public transport, excluding LUAS","Number","5046348"
"THA25C01","Passenger Journeys","2023W38","2023 Week 38","10","Dublin Metro Bus","Number","3558455"
"THA25C01","Passenger Journeys","2023W38","2023 Week 38","20","Bus, excluding Dublin Metro","Number","984371"
"THA25C01","Passenger Journeys","2023W38","2023 Week 38","30","Rail","Number","945832"
"THA25C01","Passenger Journeys","2023W38","2023 Week 38","40","All public transport, excluding LUAS","Number","5488658"
"THA25C01","Passenger Journeys","2023W39","2023 Week 39","10","Dublin Metro Bus","Number","3517509"
"THA25C01","Passenger Journeys","2023W39","2023 Week 39","20","Bus, excluding Dublin Metro","Number","950613"
"THA25C01","Passenger Journeys","2023W39","2023 Week 39","30","Rail","Number","932441"
"THA25C01","Passenger Journeys","2023W39","2023 Week 39","40","All public transport, excluding LUAS","Number","5400563"
"THA25C01","Passenger Journeys","2023W40","2023 Week 40","10","Dublin Metro Bus","Number","3595880"
"THA25C01","Passenger Journeys","2023W40","2023 Week 40","20","Bus, excluding Dublin Metro","Number","894313"
"THA25C01","Passenger Journeys","2023W40","2023 Week 40","30","Rail","Number","974332"
"THA25C01","Passenger Journeys","2023W40","2023 Week 40","40","All public transport, excluding LUAS","Number","5464525"
"THA25C01","Passenger Journeys","2023W41","2023 Week 41","10","Dublin Metro Bus","Number","3629045"
"THA25C01","Passenger Journeys","2023W41","2023 Week 41","20","Bus, excluding Dublin Metro","Number","923175"
"THA25C01","Passenger Journeys","2023W41","2023 Week 41","30","Rail","Number","925784"
"THA25C01","Passenger Journeys","2023W41","2023 Week 41","40","All public transport, excluding LUAS","Number","5478004"
"THA25C01","Passenger Journeys","2023W42","2023 Week 42","10","Dublin Metro Bus","Number","3492660"
"THA25C01","Passenger Journeys","2023W42","2023 Week 42","20","Bus, excluding Dublin Metro","Number","933376"
"THA25C01","Passenger Journeys","2023W42","2023 Week 42","30","Rail","Number","912832"
"THA25C01","Passenger Journeys","2023W42","2023 Week 42","40","All public transport, excluding LUAS","Number","5338868"
"THA25C01","Passenger Journeys","2023W43","2023 Week 43","10","Dublin Metro Bus","Number","3504413"
"THA25C01","Passenger Journeys","2023W43","2023 Week 43","20","Bus, excluding Dublin Metro","Number","974091"
"THA25C01","Passenger Journeys","2023W43","2023 Week 43","30","Rail","Number","888050"
"THA25C01","Passenger Journeys","2023W43","2023 Week 43","40","All public transport, excluding LUAS","Number","5366554"
"THA25C01","Passenger Journeys","2023W44","2023 Week 44","10","Dublin Metro Bus","Number","3043578"
"THA25C01","Passenger Journeys","2023W44","2023 Week 44","20","Bus, excluding Dublin Metro","Number","811636"
"THA25C01","Passenger Journeys","2023W44","2023 Week 44","30","Rail","Number","824979"
"THA25C01","Passenger Journeys","2023W44","2023 Week 44","40","All public transport, excluding LUAS","Number","4680193"
